NO,NO. NOTA PENJUALAN,TANGGAL PENJUALAN,NAMA PENJUAL,NAMA PEMBELI,Ur Barang,Jumlah Satuan,Kd Satuan,Netto,Bruto,Fob Valuta,KODE VALUTA,NDPBM,FOB DALAM RUPIAH
1464,001327,4/12/2023,PT. SAIPEM INDONESIA,OGLAEND SYSTEM SINGAPORE PTE LTD,"NEW, ITEM NUMBER: 91127 S-M CH100-2T3-11X35-5900 HDG - CHANNEL MEKANO #NON COMMERCIAL VALUE",24.00,EA,980.00,980.00,"3,636.29",USD,"14,945.00","54,344,354.05"
1465,001327,4/12/2023,PT. SAIPEM INDONESIA,OGLAEND SYSTEM SINGAPORE PTE LTD,"NEW, ITEM NUMBER: 91127 S-M CH100-2T3-11X35-5900 HDG (L=5.9M) #NON COMMERCIAL VALUE",36.00,EA,"1,460.00","1,460.00","5,454.43",USD,"14,945.00","81,516,456.35"
1466,001327,4/12/2023,PT. SAIPEM INDONESIA,OGLAEND SYSTEM SINGAPORE PTE LTD,"NEW, ITEM NUMBER: 91127 S-M CH100-2T3-11X35-5900 HDG - MEKANO #NON COMMERCIAL VALUE",25.00,EA,"1,020.00","1,020.00","3,787.80",USD,"14,945.00","56,608,671.00"
1467,001327,4/12/2023,PT. SAIPEM INDONESIA,OGLAEND SYSTEM SINGAPORE PTE LTD,"NEW, ITEM NUMBER: 91127 S-M CH100-2T3-11X35-5900 HDG - MEKANO #NON COMMERCIAL VALUE",27.00,EA,"1,100.00","1,100.00","4,090.82",USD,"14,945.00","61,137,304.90"
1468,001327,4/12/2023,PT. SAIPEM INDONESIA,OGLAEND SYSTEM SINGAPORE PTE LTD,"NEW, ITEM NUMBER: 91127 S-M CH100-2T3-11X35-5900 HDG (L=5.9M) #NON COMMERCIAL VALUE",33.00,EA,"1,340.00","1,340.00","4,999.90",USD,"14,945.00","74,723,505.50"
1469,001327,4/12/2023,PT. SAIPEM INDONESIA,OGLAEND SYSTEM SINGAPORE PTE LTD,"NEW, ITEM NUMBER: 91127 S-M CH100-2T3-11X35-5900 HDG (L=5.9M) #NON COMMERCIAL VALUE",12.00,EA,500.00,500.00,"1,818.14",USD,"14,945.00","27,172,102.30"
1470,001327,4/12/2023,PT. SAIPEM INDONESIA,OGLAEND SYSTEM SINGAPORE PTE LTD,"NEW, ITEM NUMBER: 91127 S-M CH100-2T3-11X35-5900 HDG - CHANNEL MEKANO #NON COMMERCIAL VALUE",32.00,EA,"1,300.00","1,300.00","4,848.38",USD,"14,945.00","72,459,039.10"
1471,001328,4/12/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","3,782.00",TNE,"3,782,000.00","3,782,000.00","36,685.40",SGD,"11,252.39","412,798,428.11"
1472,001329,4/12/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 1/4"" - 3/4"" ( NEW )","4,646,000.00",KGM,"4,646,000.00","4,646,000.00","42,278.60",SGD,"11,252.39","475,735,295.85"
1473,001333,4/12/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 3/16""","4,383.00",TNE,"4,383,000.00","4,383,000.00","36,817.20",SGD,"11,252.39","414,281,493.11"
1474,001339,4/13/2023,PT OILTANKING KARIMUN QQ VITOL ASIA PTE LTD,TO THE ORDER OF VITOL ASIA PTE LTD,REFORMATE,"99,940.75",BLL,"13,283,987.00","13,283,987.00","11,793,008.50",USD,"14,945.00","176,246,512,032.50"
1475,001340,4/13/2023,PT OILTANKING KARIMUN QQ VITOL ASIA PTE LTD,TO THE ORDER OF VITOL ASIA PTE LTD,REFORMATE,"99,940.75",BLL,"13,283,987.00","13,283,987.00","11,793,008.50",USD,"14,945.00","176,246,512,032.50"
1476,001341,4/13/2023,PT OILTANKING KARIMUN QQ VITOL ASIA PTE LTD,TO THE ORDER OF VITOL ASIA PTE LTD,REFORMATE,"42,810.94",BLL,"5,690,373.00","5,690,373.00","5,051,690.92",USD,"14,945.00","75,497,520,799.40"
1477,001345,4/13/2023,PT. BUKIT GRANIT MINING MANDIRI,INFINITE PROSPERITY PTE LTD,"GRANITE 3/16"" (NEW)","3,112.00",TNE,"3,112,000.00","3,112,000.00","20,539.20",SGD,"11,252.39","231,115,088.69"
1478,001346,4/13/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 3/16"" ( NEW )","3,718,000.00",KGM,"3,718,000.00","3,718,000.00","29,744.00",SGD,"11,252.39","334,691,088.16"
1479,001347,4/13/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 1/4"" - 3/4"" ( NEW )","4,568,000.00",KGM,"4,568,000.00","4,568,000.00","41,568.80",SGD,"11,252.39","467,748,349.43"
1480,001348,4/13/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","3,355.00",TNE,"3,355,000.00","3,355,000.00","32,543.50",SGD,"11,252.39","366,192,153.97"
1481,001349,4/13/2023,PT RIAUALAM ANUGERAH INDONESIA,"SAMWOH EXPLORATION PTE,LTD","GRANITE          3/16""  (NEW)","4,501,000.00",KGM,"4,501,000.00","4,501,000.00","34,657.70",SGD,"11,252.39","389,981,956.90"
1482,001356,4/13/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 3/16""","3,507.00",TNE,"3,507,000.00","3,507,000.00","29,458.80",SGD,"11,252.39","331,481,906.53"
1483,001357,4/13/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","3,691.00",TNE,"3,691,000.00","3,691,000.00","35,802.70",SGD,"11,252.39","402,865,943.45"
1484,001358,4/14/2023,PT OILTANKING KARIMUN QQ VITOL ASIA PTE LTD,TO THE ORDER OF VITOL ASIA PTE LTD,GASOLINE (92UNL),"285,032.38",BLL,"33,140,227.00","33,140,227.00","28,360,721.81",USD,"14,945.00","423,850,987,450.45"
1485,001359,4/14/2023,PT. BUKIT GRANIT MINING MANDIRI,INFINITE PROSPERITY PTE LTD,"GRANITE 3/16"" (NEW)","3,306.00",TNE,"3,306,000.00","3,306,000.00","21,819.60",SGD,"11,252.39","245,522,648.84"
1486,001359,4/14/2023,PT. BUKIT GRANIT MINING MANDIRI,INFINITE PROSPERITY PTE LTD,"GRANITE 3/15"" - 1 1/2""  (NEW)","1,001.00",TNE,"1,001,000.00","1,001,000.00","8,408.40",SGD,"11,252.39","94,614,596.08"
1487,001360,4/14/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","4,245.00",TNE,"4,245,000.00","4,245,000.00","41,176.50",SGD,"11,252.39","463,334,036.84"
1488,001361,4/14/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 3/16""","3,623.00",TNE,"3,623,000.00","3,623,000.00","30,433.20",SGD,"11,252.39","342,446,235.35"
1489,001363,4/14/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","3,782.00",TNE,"3,782,000.00","3,782,000.00","36,685.40",SGD,"11,252.39","412,798,428.11"
1490,001364,4/14/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 3/16"" ( NEW )","3,613,000.00",KGM,"3,613,000.00","3,613,000.00","28,904.00",SGD,"11,252.39","325,239,080.56"
1491,001366,4/14/2023,PT OILTANKING KARIMUN QQ VITOL ASIA PTE LTD,TO THE ORDER OF VITOL ASIA PTE LTD,MOGAS,"62,794.84",BLL,"7,517,801.00","7,517,801.00","6,260,645.55",USD,"14,945.00","93,565,347,744.75"
1492,001367,4/15/2023,PT. BUKIT GRANIT MINING MANDIRI,INFINITE PROSPERITY PTE LTD,"GRANITE 1/4"" - 3/4"" (NEW)","4,310.00",TNE,"4,310,000.00","4,310,000.00","43,962.00",SGD,"11,252.39","494,677,569.18"
1493,001368,4/15/2023,PT PACIFIC GRANITAMA,TG Global Resources Pte Ltd,"Batu Granit Ukuran 3/15""- 1.1/2""","3,475.00",TNE,"3,475,000.00","3,475,000.00","22,587.50",SGD,"11,252.39","254,163,359.13"
1494,001370,4/15/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 1/4"" - 3/4"" ( NEW )","2,624,000.00",KGM,"2,624,000.00","2,624,000.00","23,878.40",SGD,"11,252.39","268,689,069.38"
1495,001371,4/15/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 1/4"" - 3/4"" ( NEW )","3,658,000.00",KGM,"3,658,000.00","3,658,000.00","33,287.80",SGD,"11,252.39","374,567,307.84"
1496,001374,4/15/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 3/16""","3,507.00",TNE,"3,507,000.00","3,507,000.00","29,458.80",SGD,"11,252.39","331,481,906.53"
1497,001376,4/15/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","3,691.00",TNE,"3,691,000.00","3,691,000.00","35,802.70",SGD,"11,252.39","402,865,943.45"
1498,001379,4/15/2023,PT. KARIMUN SEMBAWANG SHIPYARD,JURONG SHIPYARD PTE LTD,PROJECT - 2159J110026 : BLOCK B05S,1.00,NIU,"229,370.00","229,370.00","303,915.25",SGD,"11,252.39","3,419,772,919.95"
1499,001379,4/15/2023,PT. KARIMUN SEMBAWANG SHIPYARD,JURONG SHIPYARD PTE LTD,PROJECT - 2159J110026 : BLOCK B05P - L74 & SS78,1.00,NIU,"42,820.00","42,820.00","56,736.50",SGD,"11,252.39","638,421,225.24"
1500,001379,4/15/2023,PT. KARIMUN SEMBAWANG SHIPYARD,JURONG SHIPYARD PTE LTD,PROJECT - 2159J110026 : BLOCK B05P - BD + FR31,1.00,NIU,"85,355.00","85,355.00","113,095.38",SGD,"11,252.39","1,272,593,322.96"
1501,001379,4/15/2023,PT. KARIMUN SEMBAWANG SHIPYARD,JURONG SHIPYARD PTE LTD,PROJECT - 2159J110026 : BLOCK B05P - TD1B,1.00,NIU,"54,380.00","54,380.00","72,053.50",SGD,"11,252.39","810,774,082.87"
1502,001379,4/15/2023,PT. KARIMUN SEMBAWANG SHIPYARD,JURONG SHIPYARD PTE LTD,PROJECT - 2159J110026 : BLOCK B05P - GENERATOR FDN,4.00,NIU,"5,486.00","5,486.00","7,268.95",SGD,"11,252.39","81,793,060.29"
1503,001379,4/15/2023,PT. KARIMUN SEMBAWANG SHIPYARD,JURONG SHIPYARD PTE LTD,PROJECT - 2159J110026 : BLOCK B05P - THRUSTER FDN,12.00,NIU,"5,539.00","5,539.00","7,339.18",SGD,"11,252.39","82,583,315.64"
1504,001379,4/15/2023,PT. KARIMUN SEMBAWANG SHIPYARD,JURONG SHIPYARD PTE LTD,PROJECT - 2159J110026 : BLOCK B05P - TD1A,1.00,NIU,"25,070.00","25,070.00","33,217.75",SGD,"11,252.39","373,779,077.92"
1505,001379,4/15/2023,PT. KARIMUN SEMBAWANG SHIPYARD,JURONG SHIPYARD PTE LTD,PROJECT - 2159J110026 : BLOCK B05P - TUGPUSH TBAR,2.00,NIU,120.00,120.00,159.00,SGD,"11,252.39","1,789,130.01"
1506,001382,4/15/2023,PT OILTANKING KARIMUN QQ VITOL ASIA PTE LTD,TO THE ORDER OF VITOL ASIA PTE LTD,FUEL OIL,"11,930.50",TNE,"11,930,504.00","11,930,504.00","5,225,560.75",USD,"14,945.00","78,096,005,408.75"
1507,001385,4/16/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 3/16"" ( NEW )","3,718,000.00",KGM,"3,718,000.00","3,718,000.00","29,744.00",SGD,"11,252.39","334,691,088.16"
1508,001387,4/16/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","4,383.00",TNE,"4,383,000.00","4,383,000.00","42,515.10",SGD,"11,252.39","478,396,486.09"
1509,001388,4/16/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""-3/4""","4,451.00",TNE,"4,451,000.00","4,451,000.00","43,174.70",SGD,"11,252.39","485,818,562.53"
1510,001389,4/17/2023,PT OILTANKING KARIMUN QQ ITG RESOURCES (SINGAPORE) PTE. LTD.,TO THE ORDER OF ITG RESOURCES (SINGAPORE) PTE.LTD,HIGH SPEED DIESEL OIL 500PPM,"44,215.63",BLL,"5,796,910.00","5,796,910.00","4,407,414.00",USD,"14,945.00","65,868,802,230.00"
1511,001390,4/17/2023,PT OILTANKING KARIMUN QQ ITG RESOURCES (SINGAPORE) PTE. LTD.,TO THE ORDER OF ITG RESOURCES (SINGAPORE) PTE.LTD,HIGH SPEED DIESEL OIL 50PPM,"25,499.74",BLL,"3,364,229.00","3,364,229.00","2,631,063.17",USD,"14,945.00","39,321,239,075.65"
1512,001393,4/17/2023,PT. MIRASINDO PERDANA,Batu Ayer Granite Pte Ltd,"Batu Granit Ukuran 1/4""-3/4""","4,539.00",TNE,"4,539,000.00","4,539,000.00","40,851.00",SGD,"11,252.39","459,671,383.89"
1513,001394,4/17/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, ROBOTIC TOTAL STATION LEICA TS16 A 2"" R500, PRISM LEICA GRZ4 360°, ROBOTIC TOTAL STATION LEICA TRIBRACH, DIMCON MISC LEICA GHM007 HEIGHT METER, DIMCON MISC LEICA GHT196 DISTANCE HOLDER FOR HEIGHT METER, ETC #NON COMMERCIAL VALUE",1.00,PK,14.00,14.00,"23,393.95",USD,"14,945.00","349,622,582.75"
1514,001395,4/17/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, STENCIL DIAGRAPH MARKING, ROLLER, ROLLER SHAFT, BRUSH #NON COMMERCAI VALUE",1.00,PK,2.00,2.00,769.86,USD,"14,945.00","11,505,557.70"
1515,001396,4/17/2023,PT. SAIPEM INDONESIA,AIR LIQUIDE SINGAPORE PTE LTD,"USED, EMPTY CO2 31 KG RACK (16 CYLINDER/RACK): AL1022, AL1887, AL0505, AL0581, AL2209, AL2816, AL1551, AL2324, AL2304, AL2289, AL1703, AL0740, AL2283, AL3937, AL3574, AL2379, AL0519, AL2235, AL2372, AL1715, AL0515, AL0298 #NON COMMERCIAL VALUE",22.00,RA,"28,600.00","28,600.00","11,000.00",USD,"14,945.00","164,395,000.00"
1516,001397,4/17/2023,PT. SAIPEM INDONESIA,LEEDEN NATIONAL OXYGEN LTD,"USED, EMPTY NORMAL ARGON RACK (16 CYLINDER/RACK): 25109, 22757, 21937, 26411, 25050, 20084, 28131, 21059, 21619, 27657, 29067, 21463, 29190, 29316, 24054, 29107, 21565, 26110, 21416 #NON COMMERCIAL VALUE",19.00,RA,"24,700.00","24,700.00","9,500.00",USD,"14,945.00","141,977,500.00"
1517,001397,4/17/2023,PT. SAIPEM INDONESIA,LEEDEN NATIONAL OXYGEN LTD,"USED, EMPTY ATAL RACK (16 CYLINDER/RACK): 27023, 24008, 26618 #NON COMMERCIAL VALUE",3.00,RA,"3,900.00","3,900.00","1,500.00",USD,"14,945.00","22,417,500.00"
1518,001401,4/17/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, PLATE: STRUCT: CS 100 MM THK: API 2W GR 60 CVN CLASS- CV2ZX #NON COMMERCIAL VALUE",1.00,PCE,"1,624.95","1,624.95","3,108.60",USD,"14,945.00","46,458,027.00"
1519,001401,4/17/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, THK:  16 MM STEEL PLATE MATERIAL: API 2W GRADE 50 NT #NON COMMERCIAL VALUE",2.00,PCE,"9,043.20","9,043.20","14,921.28",USD,"14,945.00","222,998,529.60"
1520,001401,4/17/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, THK:  30 MM STEEL PLATE MATERIAL: API 2W GRADE 50 CV2Z4  #NON COMMERCIAL VALUE",1.00,PCE,"8,478.00","8,478.00","10,410.98",USD,"14,945.00","155,592,096.10"
1521,001401,4/17/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, THK:  20 MM STEEL PLATE MATERIAL: API 2W GRADE 50 CV1 #NON COMMERCIAL VALUE",1.00,PCE,942.00,942.00,"1,153.95",USD,"14,945.00","17,245,782.75"
1522,001401,4/17/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, THK:  20 MM STEEL PLATE MATERIAL: API 2W GRADE 50 CV1 #NON COMMERCIAL VALUE",1.00,PCE,866.64,866.64,"1,057.79",USD,"14,945.00","15,808,671.55"
1523,001401,4/17/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, THK:  20 MM STEEL PLATE MATERIAL: API 2W GRADE 50 CV2Z4 #NON COMMERCIAL VALUE",1.00,PCE,551.89,551.89,672.20,USD,"14,945.00","10,046,029.00"
1524,001401,4/17/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, PLATE 12000 X 3000 X 20MM, SP20LMV00090073, API 2W - 50W/ SR3-4-5-6 EN10225 S355 G10+M #NON COMMERCIAL VALUE",1.00,PCE,292.03,292.03,533.80,USD,"14,945.00","7,977,641.00"
1525,001401,4/17/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, THK:  50 MM STEEL PLATE MATERIAL: API 2W GRADE 50 CV2Z4 #NON COMMERCIAL VALUE",1.00,PCE,"1,854.56","1,854.56","2,639.31",USD,"14,945.00","39,444,487.95"
1526,001401,4/17/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, THK:  60 MM STEEL PLATE MATERIAL: API 2W GRADE 50 CV2ZX  #NON COMMERCIAL VALUE",1.00,PCE,"3,589.02","3,589.02","5,333.84",USD,"14,945.00","79,714,238.80"
1527,001402,4/17/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, GATE LATCHES ASSEMBLY #NON COMMERCIAL VALUE",24.00,EA,75.50,75.50,188.75,USD,"14,945.00","2,820,868.75"
1528,001404,4/17/2023,PT. FAGIOLI LIFTING AND TRANSPORTASI INDONESIA,FAGIOLI ASIA PTE LTD,6MTR SPREADER MATS,27.00,PCE,"97,200.00","97,200.00","17,280.00",SGD,"11,252.39","194,441,299.20"
1529,001406,4/17/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 1/4"" - 3/4"" ( NEW )","3,570,000.00",KGM,"3,570,000.00","3,570,000.00","32,487.00",SGD,"11,252.39","365,556,393.93"
1530,001408,4/17/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","4,245.00",TNE,"4,245,000.00","4,245,000.00","41,176.50",SGD,"11,252.39","463,334,036.84"
1531,001409,4/17/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 1/4"" - 3/4"" ( NEW )","4,543,000.00",KGM,"4,543,000.00","4,543,000.00","41,341.30",SGD,"11,252.39","465,188,430.71"
1532,001412,4/17/2023,PT. KARIMUN GRANITE,PROSPAQ GROUP PTE LTD.,"GRANITE SIZE : 3/16""","1,002.00",TNE,"1,002,000.00","1,002,000.00","9,018.00",SGD,"11,252.39","101,474,053.02"
1533,001412,4/17/2023,PT. KARIMUN GRANITE,PROSPAQ GROUP PTE LTD.,"GRANITE SIZE : 1/4"" - 3/4""","2,008.00",TNE,"2,008,000.00","2,008,000.00","21,084.00",SGD,"11,252.39","237,245,390.76"
1534,001413,4/17/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 3/16""","3,355.00",TNE,"3,355,000.00","3,355,000.00","28,182.00",SGD,"11,252.39","317,114,854.98"
1535,001414,4/17/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","3,507.00",TNE,"3,507,000.00","3,507,000.00","34,017.90",SGD,"11,252.39","382,782,677.78"
1536,001417,4/18/2023,PT. BUKIT GRANIT MINING MANDIRI,INFINITE PROSPERITY PTE LTD,"GRANITE 1/4"" - 3/4"" (NEW)","3,112.00",TNE,"3,112,000.00","3,112,000.00","31,742.40",SGD,"11,252.39","357,177,864.34"
1537,001418,4/18/2023,PT OILTANKING KARIMUN QQ ITG RESOURCES (SINGAPORE) PTE. LTD.,TO THE ORDER OF ITG RESOURCES (SINGAPORE) PTE.LTD,MARINE GAS OIL,"31,113.99",BLL,"3,992,554.00","3,992,554.00","3,012,052.03",USD,"14,945.00","45,015,117,588.35"
1538,001419,4/18/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 3/16""","3,782.00",TNE,"3,782,000.00","3,782,000.00","31,768.80",SGD,"11,252.39","357,474,927.43"
1539,001420,4/18/2023,PT. MIRASINDO PERDANA,Batu Ayer Granite Pte Ltd,"Batu Granit Ukuran 1/4""-3/4""","4,333.00",TNE,"4,333,000.00","4,333,000.00","38,997.00",SGD,"11,252.39","438,809,452.83"
1540,001423,4/18/2023,PT OILTANKING KARIMUN QQ VITOL ASIA PTE LTD,TO THE ORDER OF VITOL ASIA PTE LTD,MOGAS 92 RON,"70,399.25",BLL,"8,227,742.00","8,227,742.00","6,758,328.00",USD,"14,945.00","101,003,211,960.00"
1541,001424,4/18/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 1/4"" - 3/4"" ( NEW )","4,499,000.00",KGM,"4,499,000.00","4,499,000.00","40,940.90",SGD,"11,252.39","460,682,973.75"
1542,001425,4/18/2023,PT OILTANKING KARIMUN QQ VITOL ASIA PTE LTD,TO THE ORDER OF VITOL ASIA PTE LTD,MOGAS 95 RON,"43,885.53",BLL,"5,234,337.00","5,234,337.00","4,388,553.00",USD,"14,945.00","65,586,924,585.00"
1543,001428,4/18/2023,PT RIAUALAM ANUGERAH INDONESIA,"SAMWOH EXPLORATION PTE,LTD",GRANITE          5/8   (NEW),"4,501,000.00",KGM,"4,501,000.00","4,501,000.00","42,759.50",SGD,"11,252.39","481,146,570.21"
1544,001429,4/18/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 3/16"" ( NEW )","2,624,000.00",KGM,"2,624,000.00","2,624,000.00","20,992.00",SGD,"11,252.39","236,210,170.88"
1545,001430,4/18/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","3,623.00",TNE,"3,623,000.00","3,623,000.00","35,143.10",SGD,"11,252.39","395,443,867.01"
1546,001431,4/18/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","4,405.00",TNE,"4,405,000.00","4,405,000.00","42,728.50",SGD,"11,252.39","480,797,746.11"
1547,001432,4/18/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 1/4"" - 3/4"" ( NEW )","5,012,000.00",KGM,"5,012,000.00","5,012,000.00","45,609.20",SGD,"11,252.39","513,212,505.99"
1548,001433,4/18/2023,PT WIRA PENTA KENCANA,FUYUAN RESOURCES PTE LTD,"BATU GRANIT UK. 3/16"" (NEW)","3,460.00",TNE,"3,460,000.00","3,460,000.00","32,870.00",SGD,"11,252.39","369,866,059.30"
1549,001435,4/19/2023,PT. BUKIT GRANIT MINING MANDIRI,INFINITE PROSPERITY PTE LTD,"GRANITE 1/4"" - 3/4"" (NEW)","4,307.00",TNE,"4,307,000.00","4,307,000.00","43,931.40",SGD,"11,152.79","489,957,678.61"
1550,001436,4/19/2023,PT. BUKIT GRANIT MINING MANDIRI,INFINITE PROSPERITY PTE LTD,"GRANITE 1/4"" - 3/4""  (NEW)","2,306.00",TNE,"2,306,000.00","2,306,000.00","23,521.20",SGD,"11,152.79","262,327,004.15"
1551,001436,4/19/2023,PT. BUKIT GRANIT MINING MANDIRI,INFINITE PROSPERITY PTE LTD,"GRANITE 3/16"" (NEW)","2,004.00",TNE,"2,004,000.00","2,004,000.00","13,226.40",SGD,"11,152.79","147,511,261.66"
1552,001437,4/19/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 3/16"" ( NEW )","3,718,000.00",KGM,"3,718,000.00","3,718,000.00","29,744.00",SGD,"11,152.79","331,728,585.76"
1553,001438,4/19/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 1/4"" - 3/4"" ( NEW )","3,658,000.00",KGM,"3,658,000.00","3,658,000.00","33,287.80",SGD,"11,152.79","371,251,842.96"
1554,001439,4/19/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","3,691.00",TNE,"3,691,000.00","3,691,000.00","35,802.70",SGD,"11,152.79","399,299,994.53"
1555,001440,4/19/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","4,478.00",TNE,"4,478,000.00","4,478,000.00","43,436.60",SGD,"11,152.79","484,439,278.11"
1556,001443,4/19/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 3/16""","4,245.00",TNE,"4,245,000.00","4,245,000.00","35,658.00",SGD,"11,152.79","397,686,185.82"
1557,001447,4/19/2023,PT OILTANKING KARIMUN QQ ITG RESOURCES (SINGAPORE) PTE. LTD.,TO THE ORDER OF ITG RESOURCES (SINGAPORE) PTE.LTD,HIGH SPEED DIESEL OIL 50PPM,"27,424.30",BLL,"3,618,140.00","3,618,140.00","2,829,639.27",USD,"14,824.00","41,946,572,538.48"
1558,001448,4/19/2023,PT OILTANKING KARIMUN QQ ITG RESOURCES (SINGAPORE) PTE. LTD.,TO THE ORDER OF ITG RESOURCES (SINGAPORE) PTE.LTD,HIGH SPEED DIESEL OIL 500PPM,"37,066.77",BLL,"4,858,927.00","4,858,927.00","3,694,815.63",USD,"14,824.00","54,771,946,899.12"
1559,001449,4/20/2023,PT. MIRASINDO PERDANA,Batu Ayer Granite Pte Ltd,"Batu Granit Ukuran 1/4""-3/4""","4,539.00",TNE,"4,539,000.00","4,539,000.00","40,851.00",SGD,"11,152.79","455,602,624.29"
1560,001452,4/20/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 3/16""","4,383.00",TNE,"4,383,000.00","4,383,000.00","36,817.20",SGD,"11,152.79","410,614,499.99"
1561,001453,4/20/2023,PT OILTANKING KARIMUN QQ TENSARO ENERGY PTE LTD,TO THE ORDER OF TENSARO ENERGY PTE. LTD,HSFO,"6,422.40",BLL,"1,006,860.00","1,006,860.00","473,002.69",USD,"14,824.00","7,011,791,876.56"
